time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-25 00:00:00+00:00,3,2,6,4
2023-06-26 00:00:00+00:00,2,2,27,9
2023-06-27 00:00:00+00:00,2,2,5,3
2023-06-28 00:00:00+00:00,3,2,8,3
2023-06-29 00:00:00+00:00,3,2,6,3
2023-06-30 00:00:00+00:00,3,2,17,6
2023-07-01 00:00:00+00:00,3,2,3,2
2023-07-02 00:00:00+00:00,4,3,1,1
2023-07-03 00:00:00+00:00,5,4,47,12
2023-07-04 00:00:00+00:00,3,2,16,8
2023-07-05 00:00:00+00:00,3,2,5,4
2023-07-06 00:00:00+00:00,3,2,22,5
2023-07-07 00:00:00+00:00,3,2,2,2
