referrer,views_total,views_unique
linkedin.com,75,44
Google,64,30
statics.teams.cdn.office.net,47,9
com.linkedin.android,38,25
github.com,32,16
knowledgehub.pega.com,10,4
wwiwiki.ww-intern.de,7,2
Bing,3,3
issues.ww-intern.de,2,2
confluence.cdiscount.com,2,1
