time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-28 00:00:00+00:00,4,3,10,4
2023-08-29 00:00:00+00:00,4,3,14,2
2023-08-30 00:00:00+00:00,3,2,10,4
2023-08-31 00:00:00+00:00,3,2,8,2
2023-09-01 00:00:00+00:00,3,2,9,5
2023-09-02 00:00:00+00:00,3,2,1,1
2023-09-03 00:00:00+00:00,3,2,1,1
2023-09-04 00:00:00+00:00,6,4,3,2
2023-09-05 00:00:00+00:00,3,2,27,3
2023-09-06 00:00:00+00:00,4,3,5,2
2023-09-07 00:00:00+00:00,3,2,8,4
2023-09-08 00:00:00+00:00,4,3,3,3
2023-09-09 00:00:00+00:00,4,3,1,1
