time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-28 00:00:00+00:00,,,4.0,2.0
2022-09-29 00:00:00+00:00,,,13.0,3.0
2022-09-30 00:00:00+00:00,,,1.0,1.0
2022-10-03 00:00:00+00:00,4.0,4.0,27.0,2.0
2022-10-04 00:00:00+00:00,6.0,5.0,35.0,3.0
2022-10-05 00:00:00+00:00,2.0,2.0,1.0,1.0
2022-10-06 00:00:00+00:00,1.0,1.0,,
2022-10-07 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-10-08 00:00:00+00:00,2.0,2.0,1.0,1.0
2022-10-09 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-10-10 00:00:00+00:00,3.0,2.0,,
2022-10-11 00:00:00+00:00,,,7.0,2.0
