time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-08 00:00:00+00:00,8,3,19,3
2026-07-09 00:00:00+00:00,1,1,37,2
2026-07-10 00:00:00+00:00,3,3,10,3
2026-07-11 00:00:00+00:00,16,7,35,1
2026-07-12 00:00:00+00:00,21,7,36,1
2026-07-13 00:00:00+00:00,1,1,18,1
2026-07-14 00:00:00+00:00,8,3,19,1
2026-07-15 00:00:00+00:00,18,5,3,3
2026-07-16 00:00:00+00:00,15,6,11,3
2026-07-17 00:00:00+00:00,9,4,5,2
2026-07-18 00:00:00+00:00,13,4,0,0
2026-07-19 00:00:00+00:00,21,8,0,0
2026-07-20 00:00:00+00:00,11,6,4,3
2026-07-21 00:00:00+00:00,9,4,1,1
