url_path,views_total,views_unique
/marcin-l/PegaDevTools,28,14
/marcin-l/PegaDevTools/releases/tag/1.0,19,6
/marcin-l/PegaDevTools/issues,15,5
/marcin-l/PegaDevTools/wiki/Configuration,12,4
/marcin-l/PegaDevTools/wiki,10,3
/marcin-l/PegaDevTools/activity,7,3
/marcin-l/PegaDevTools/blob/master/PegaDevTools.code-workspace,7,3
/marcin-l/PegaDevTools/blob/master/background.js,7,3
/marcin-l/PegaDevTools/blob/master/settings.html,7,3
/marcin-l/PegaDevTools/commit/938a7e0cf7af211dd13554f9d3b3552171671707,7,3
