url_path,views_total,views_unique
/marcin-l/PegaDevTools,37,15
/marcin-l/PegaDevTools/wiki/Configuration,28,6
/marcin-l/PegaDevTools/wiki,23,5
/marcin-l/PegaDevTools/commit/cf0e16cf6ae4774f34286f70d5f85ba9a0dc0568,23,3
/marcin-l/PegaDevTools/issues,22,5
/marcin-l/PegaDevTools/releases/tag/1.0,22,5
/marcin-l/PegaDevTools/commit/4a5e495a50921b5bc3112ebc73964e272f7f4c7e,22,4
/marcin-l/PegaDevTools/commit/263c9c053326bd324db42014bdfd1ac884c250bb,22,3
/marcin-l/PegaDevTools/commit/de16c2894c4abebba94f908b9f6b1ff4d40d4bac,22,3
/marcin-l/PegaDevTools/commit/071e52aab0bd15d5de75b576feaa4cd835cc16ab,20,3
