time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-30 00:00:00+00:00,23,8,6,5
2026-07-31 00:00:00+00:00,21,8,1,1
2026-08-01 00:00:00+00:00,9,4,1,1
2026-08-02 00:00:00+00:00,7,2,1,1
2026-08-03 00:00:00+00:00,3,3,1,1
2026-08-04 00:00:00+00:00,10,5,20,1
2026-08-05 00:00:00+00:00,23,10,0,0
2026-08-06 00:00:00+00:00,2,2,2,1
2026-08-07 00:00:00+00:00,22,7,4,3
2026-08-08 00:00:00+00:00,4,4,0,0
2026-08-09 00:00:00+00:00,2,2,2,1
2026-08-10 00:00:00+00:00,3,3,0,0
2026-08-11 00:00:00+00:00,1,1,2,1
2026-08-12 00:00:00+00:00,1,1,0,0
