referrer,views_total,views_unique
Google,64,21
linkedin.com,45,23
com.linkedin.android,31,11
statics.teams.cdn.office.net,19,4
github.com,17,11
knowledgehub.pega.com,5,3
Bing,3,3
confluence.cdiscount.com,2,1
