time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-08 00:00:00+00:00,8,4,1,1
2026-03-09 00:00:00+00:00,13,5,93,5
2026-03-10 00:00:00+00:00,1,1,12,4
2026-03-11 00:00:00+00:00,8,4,66,5
2026-03-12 00:00:00+00:00,10,6,4,2
2026-03-13 00:00:00+00:00,2,2,62,4
2026-03-14 00:00:00+00:00,15,7,50,1
2026-03-15 00:00:00+00:00,3,3,50,2
2026-03-16 00:00:00+00:00,3,3,1,1
2026-03-17 00:00:00+00:00,17,5,24,2
2026-03-18 00:00:00+00:00,2,2,1,1
2026-03-19 00:00:00+00:00,7,3,52,1
2026-03-20 00:00:00+00:00,13,5,52,1
2026-03-21 00:00:00+00:00,14,6,53,2
