time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-01 00:00:00+00:00,2,2,18.0,1.0
2025-07-02 00:00:00+00:00,2,2,5.0,2.0
2025-07-03 00:00:00+00:00,5,5,12.0,5.0
2025-07-04 00:00:00+00:00,1,1,,
2025-07-05 00:00:00+00:00,4,4,12.0,2.0
2025-07-06 00:00:00+00:00,3,3,3.0,2.0
2025-07-07 00:00:00+00:00,8,8,7.0,4.0
2025-07-08 00:00:00+00:00,1,1,3.0,2.0
2025-07-09 00:00:00+00:00,2,2,5.0,4.0
2025-07-10 00:00:00+00:00,6,6,8.0,1.0
2025-07-11 00:00:00+00:00,2,2,5.0,4.0
2025-07-12 00:00:00+00:00,3,3,2.0,1.0
2025-07-13 00:00:00+00:00,5,5,2.0,1.0
