time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-19 00:00:00+00:00,2,2,0,0
2026-01-20 00:00:00+00:00,5,5,15,1
2026-01-21 00:00:00+00:00,3,3,23,7
2026-01-22 00:00:00+00:00,7,3,6,1
2026-01-23 00:00:00+00:00,14,6,26,6
2026-01-24 00:00:00+00:00,10,6,0,0
2026-01-25 00:00:00+00:00,2,2,0,0
2026-01-26 00:00:00+00:00,2,2,1,1
2026-01-27 00:00:00+00:00,16,8,37,4
2026-01-28 00:00:00+00:00,8,4,6,2
2026-01-29 00:00:00+00:00,7,3,15,5
2026-01-30 00:00:00+00:00,4,4,8,3
2026-01-31 00:00:00+00:00,11,7,1,1
2026-02-01 00:00:00+00:00,15,7,1,1
