time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-01 00:00:00+00:00,2,2,10.0,3.0
2022-12-02 00:00:00+00:00,3,3,19.0,7.0
2022-12-03 00:00:00+00:00,1,1,,
2022-12-04 00:00:00+00:00,3,3,,
2022-12-05 00:00:00+00:00,8,6,15.0,5.0
2022-12-06 00:00:00+00:00,3,2,11.0,4.0
2022-12-07 00:00:00+00:00,5,3,1.0,1.0
2022-12-08 00:00:00+00:00,2,2,5.0,3.0
2022-12-09 00:00:00+00:00,3,3,21.0,1.0
2022-12-10 00:00:00+00:00,2,2,10.0,1.0
2022-12-11 00:00:00+00:00,1,1,,
2022-12-12 00:00:00+00:00,3,2,3.0,3.0
2022-12-13 00:00:00+00:00,3,3,2.0,2.0
2022-12-14 00:00:00+00:00,3,2,7.0,2.0
