time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-08 00:00:00+00:00,3.0,3.0,38.0,4.0
2022-11-09 00:00:00+00:00,6.0,6.0,1.0,1.0
2022-11-10 00:00:00+00:00,2.0,2.0,,
2022-11-11 00:00:00+00:00,3.0,2.0,1.0,1.0
2022-11-12 00:00:00+00:00,2.0,2.0,,
2022-11-13 00:00:00+00:00,2.0,2.0,,
2022-11-14 00:00:00+00:00,4.0,4.0,4.0,2.0
2022-11-15 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-11-16 00:00:00+00:00,6.0,3.0,49.0,2.0
2022-11-17 00:00:00+00:00,2.0,2.0,4.0,1.0
2022-11-18 00:00:00+00:00,4.0,4.0,1.0,1.0
2022-11-19 00:00:00+00:00,2.0,2.0,,
2022-11-20 00:00:00+00:00,1.0,1.0,,
2022-11-21 00:00:00+00:00,,,13.0,3.0
