time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-25 00:00:00+00:00,3,2,2,2
2023-04-26 00:00:00+00:00,7,3,10,4
2023-04-27 00:00:00+00:00,4,3,2,1
2023-04-28 00:00:00+00:00,26,6,662,237
2023-04-29 00:00:00+00:00,3,2,269,157
2023-04-30 00:00:00+00:00,4,3,88,42
2023-05-01 00:00:00+00:00,4,3,128,66
2023-05-02 00:00:00+00:00,9,4,200,75
2023-05-03 00:00:00+00:00,4,3,92,40
2023-05-04 00:00:00+00:00,3,2,112,45
2023-05-05 00:00:00+00:00,3,2,125,42
2023-05-06 00:00:00+00:00,5,3,46,28
2023-05-07 00:00:00+00:00,3,2,59,32
2023-05-08 00:00:00+00:00,1,1,100,32
