time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-01 00:00:00+00:00,3,2,,
2023-10-02 00:00:00+00:00,4,3,,
2023-10-03 00:00:00+00:00,3,2,28.0,4.0
2023-10-04 00:00:00+00:00,3,2,7.0,2.0
2023-10-05 00:00:00+00:00,26,3,9.0,1.0
2023-10-06 00:00:00+00:00,3,2,20.0,7.0
2023-10-07 00:00:00+00:00,3,2,,
2023-10-08 00:00:00+00:00,3,2,,
2023-10-09 00:00:00+00:00,9,5,1.0,1.0
2023-10-10 00:00:00+00:00,5,3,2.0,2.0
2023-10-11 00:00:00+00:00,1,1,1.0,1.0
2023-10-12 00:00:00+00:00,5,4,17.0,2.0
2023-10-13 00:00:00+00:00,1,1,2.0,2.0
