time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-14 00:00:00+00:00,3.0,2.0,16,6
2023-07-15 00:00:00+00:00,3.0,2.0,4,4
2023-07-16 00:00:00+00:00,3.0,2.0,1,1
2023-07-17 00:00:00+00:00,5.0,4.0,12,6
2023-07-18 00:00:00+00:00,3.0,2.0,6,2
2023-07-19 00:00:00+00:00,3.0,2.0,19,7
2023-07-20 00:00:00+00:00,3.0,2.0,22,4
2023-07-21 00:00:00+00:00,3.0,2.0,2,2
2023-07-22 00:00:00+00:00,3.0,2.0,1,1
2023-07-23 00:00:00+00:00,3.0,2.0,9,5
2023-07-24 00:00:00+00:00,4.0,3.0,8,5
2023-07-25 00:00:00+00:00,3.0,2.0,7,5
2023-07-26 00:00:00+00:00,3.0,2.0,9,6
2023-07-27 00:00:00+00:00,,,21,8
