time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-05 00:00:00+00:00,3.0,2.0,,
2023-08-06 00:00:00+00:00,4.0,3.0,,
2023-08-07 00:00:00+00:00,6.0,4.0,8.0,4.0
2023-08-08 00:00:00+00:00,4.0,3.0,15.0,5.0
2023-08-09 00:00:00+00:00,3.0,2.0,7.0,5.0
2023-08-10 00:00:00+00:00,3.0,2.0,31.0,3.0
2023-08-11 00:00:00+00:00,3.0,2.0,14.0,2.0
2023-08-12 00:00:00+00:00,3.0,2.0,1.0,1.0
2023-08-13 00:00:00+00:00,4.0,3.0,9.0,3.0
2023-08-14 00:00:00+00:00,5.0,3.0,6.0,3.0
2023-08-15 00:00:00+00:00,3.0,2.0,7.0,3.0
2023-08-16 00:00:00+00:00,5.0,4.0,2.0,2.0
2023-08-17 00:00:00+00:00,4.0,3.0,29.0,7.0
2023-08-18 00:00:00+00:00,,,9.0,3.0
