time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-17 00:00:00+00:00,5,4,12,6
2023-07-18 00:00:00+00:00,3,2,6,2
2023-07-19 00:00:00+00:00,3,2,19,7
2023-07-20 00:00:00+00:00,3,2,22,4
2023-07-21 00:00:00+00:00,3,2,2,2
2023-07-22 00:00:00+00:00,3,2,1,1
2023-07-23 00:00:00+00:00,3,2,9,5
2023-07-24 00:00:00+00:00,4,3,8,5
2023-07-25 00:00:00+00:00,3,2,7,5
2023-07-26 00:00:00+00:00,3,2,9,6
2023-07-27 00:00:00+00:00,3,2,22,8
2023-07-28 00:00:00+00:00,5,3,9,3
2023-07-29 00:00:00+00:00,3,2,2,1
