time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-10 00:00:00+00:00,8,4,2,2
2025-12-11 00:00:00+00:00,4,4,15,4
2025-12-12 00:00:00+00:00,9,5,1,1
2025-12-13 00:00:00+00:00,9,5,2,2
2025-12-14 00:00:00+00:00,2,2,1,1
2025-12-15 00:00:00+00:00,2,2,13,4
2025-12-16 00:00:00+00:00,7,3,5,2
2025-12-17 00:00:00+00:00,11,7,5,3
2025-12-18 00:00:00+00:00,2,2,11,4
2025-12-19 00:00:00+00:00,13,9,1,1
2025-12-20 00:00:00+00:00,7,3,2,1
2025-12-21 00:00:00+00:00,9,5,3,1
2025-12-22 00:00:00+00:00,12,4,4,1
