referrer,views_total,views_unique
linkedin.com,173,107
com.linkedin.android,102,71
Google,90,39
github.com,39,12
statics.teams.cdn.office.net,20,4
knowledgehub.pega.com,16,2
Bing,9,1
lnkd.in,3,3
l.facebook.com,2,1
issues.ww-intern.de,1,1
