time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-18 00:00:00+00:00,33,9,5,3
2026-06-19 00:00:00+00:00,50,11,73,5
2026-06-20 00:00:00+00:00,26,6,3,3
2026-06-21 00:00:00+00:00,39,11,2,2
2026-06-22 00:00:00+00:00,39,11,32,3
2026-06-23 00:00:00+00:00,26,6,35,3
2026-06-24 00:00:00+00:00,34,11,31,4
2026-06-25 00:00:00+00:00,39,10,36,3
2026-06-26 00:00:00+00:00,10,6,72,8
2026-06-27 00:00:00+00:00,17,6,0,0
2026-06-28 00:00:00+00:00,15,6,2,2
2026-06-29 00:00:00+00:00,5,5,21,3
2026-06-30 00:00:00+00:00,15,6,22,2
2026-07-01 00:00:00+00:00,5,5,20,3
