referrer,views_total,views_unique
Google,26,10
github.com,11,6
statics.teams.cdn.office.net,9,5
issues.ww-intern.de,6,1
linkedin.com,2,2
Bing,1,1
com.linkedin.android,1,1
teams.microsoft.com.rproxy.goskope.com,1,1
