time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-01 00:00:00+00:00,4.0,3.0,128,66
2023-05-02 00:00:00+00:00,9.0,4.0,200,75
2023-05-03 00:00:00+00:00,4.0,3.0,92,40
2023-05-04 00:00:00+00:00,3.0,2.0,112,45
2023-05-05 00:00:00+00:00,3.0,2.0,125,42
2023-05-06 00:00:00+00:00,5.0,3.0,46,28
2023-05-07 00:00:00+00:00,3.0,2.0,59,32
2023-05-08 00:00:00+00:00,4.0,3.0,101,32
2023-05-09 00:00:00+00:00,3.0,2.0,59,35
2023-05-10 00:00:00+00:00,5.0,3.0,68,25
2023-05-11 00:00:00+00:00,3.0,2.0,94,24
2023-05-12 00:00:00+00:00,3.0,2.0,43,10
2023-05-13 00:00:00+00:00,3.0,2.0,6,4
2023-05-14 00:00:00+00:00,,,30,21
