time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,5,2,6.0,1.0
2024-06-10 00:00:00+00:00,5,2,13.0,6.0
2024-06-11 00:00:00+00:00,6,3,6.0,4.0
2024-06-12 00:00:00+00:00,1,1,,
2024-06-13 00:00:00+00:00,6,4,12.0,2.0
2024-06-14 00:00:00+00:00,1,1,6.0,3.0
2024-06-16 00:00:00+00:00,4,2,,
2024-06-17 00:00:00+00:00,1,1,1.0,1.0
2024-06-18 00:00:00+00:00,2,2,11.0,5.0
2024-06-19 00:00:00+00:00,1,1,1.0,1.0
2024-06-20 00:00:00+00:00,11,7,27.0,1.0
2024-06-21 00:00:00+00:00,5,3,13.0,1.0
