referrer,views_total,views_unique
linkedin.com,157,89
com.linkedin.android,97,68
Google,95,40
statics.teams.cdn.office.net,35,9
github.com,34,13
knowledgehub.pega.com,18,3
Bing,10,2
wwiwiki.ww-intern.de,7,2
lnkd.in,2,2
issues.ww-intern.de,2,2
