referrer,views_total,views_unique
linkedin.com,60,29
Google,53,26
statics.teams.cdn.office.net,34,8
com.linkedin.android,31,16
github.com,26,14
knowledgehub.pega.com,7,3
wwiwiki.ww-intern.de,7,2
Bing,3,3
confluence.cdiscount.com,2,1
issues.ww-intern.de,1,1
