referrer,views_total,views_unique
Google,55,13
Bing,23,3
linkedin.com,20,11
com.linkedin.android,19,7
github.com,15,10
statics.teams.cdn.office.net,6,3
knowledgehub.pega.com,2,2
confluence.cdiscount.com,2,1
