time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-01 00:00:00+00:00,15,7,1,1
2026-02-02 00:00:00+00:00,9,5,1,1
2026-02-03 00:00:00+00:00,2,2,0,0
2026-02-04 00:00:00+00:00,4,4,0,0
2026-02-05 00:00:00+00:00,5,5,0,0
2026-02-06 00:00:00+00:00,6,6,0,0
2026-02-07 00:00:00+00:00,7,3,0,0
2026-02-08 00:00:00+00:00,11,7,4,1
2026-02-09 00:00:00+00:00,8,3,64,8
2026-02-10 00:00:00+00:00,11,6,10,5
2026-02-11 00:00:00+00:00,1,1,7,4
2026-02-12 00:00:00+00:00,15,7,11,5
2026-02-13 00:00:00+00:00,18,10,0,0
2026-02-14 00:00:00+00:00,7,3,3,2
