url_path,views_total,views_unique
/marcin-l/PegaDevTools,46,18
/marcin-l/PegaDevTools/wiki/Configuration,28,5
/marcin-l/PegaDevTools/wiki,23,5
/marcin-l/PegaDevTools/issues,22,3
/marcin-l/PegaDevTools/releases/tag/1.0,21,5
/marcin-l/PegaDevTools/commit/071e52aab0bd15d5de75b576feaa4cd835cc16ab,21,3
/marcin-l/PegaDevTools/commit/977cba9feda88452e8342c53634709d7794c0b5a,21,3
/marcin-l/PegaDevTools/commit/ee76155ec1c5110317ac079304fb3dbe9a5ad4e9,21,3
/marcin-l/PegaDevTools/commit/0c0ff71b5c40c36314cf9acc4be28085d4c07198,20,3
/marcin-l/PegaDevTools/commit/399b65303001e8cd0064b6e65ebb89ef28848873,20,3
