referrer,views_total,views_unique
Google,27,11
github.com,12,7
statics.teams.cdn.office.net,7,4
issues.ww-intern.de,6,1
com.linkedin.android,4,1
linkedin.com,1,1
teams.microsoft.com.rproxy.goskope.com,1,1
Bing,1,1
