time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-19 00:00:00+00:00,1.0,1.0,1,1
2024-07-21 00:00:00+00:00,3.0,1.0,9,1
2024-07-22 00:00:00+00:00,4.0,2.0,3,1
2024-07-23 00:00:00+00:00,2.0,2.0,11,5
2024-07-24 00:00:00+00:00,,,10,5
2024-07-25 00:00:00+00:00,,,19,6
2024-07-26 00:00:00+00:00,,,11,3
2024-07-27 00:00:00+00:00,1.0,1.0,6,4
2024-07-28 00:00:00+00:00,,,1,1
2024-07-29 00:00:00+00:00,,,19,10
2024-07-30 00:00:00+00:00,,,12,3
2024-07-31 00:00:00+00:00,5.0,3.0,36,4
2024-08-01 00:00:00+00:00,,,14,4
