time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-29 00:00:00+00:00,4,2,1.0,1.0
2023-01-30 00:00:00+00:00,4,3,51.0,5.0
2023-01-31 00:00:00+00:00,6,4,7.0,5.0
2023-02-01 00:00:00+00:00,5,3,17.0,5.0
2023-02-02 00:00:00+00:00,4,2,22.0,9.0
2023-02-03 00:00:00+00:00,6,4,,
2023-02-04 00:00:00+00:00,2,2,,
2023-02-05 00:00:00+00:00,2,2,2.0,1.0
2023-02-06 00:00:00+00:00,4,3,2.0,2.0
2023-02-07 00:00:00+00:00,1,1,31.0,6.0
2023-02-08 00:00:00+00:00,8,4,74.0,6.0
2023-02-09 00:00:00+00:00,2,2,23.0,4.0
2023-02-10 00:00:00+00:00,1,1,2.0,2.0
2023-02-11 00:00:00+00:00,2,2,,
