url_path,views_total,views_unique
/marcin-l/PegaDevTools,19,9
/marcin-l/PegaDevTools/releases/tag/1.0,16,8
/marcin-l/PegaDevTools/wiki,16,8
/marcin-l/PegaDevTools/wiki/Configuration,16,8
/marcin-l/PegaDevTools/issues,11,4
/marcin-l/PegaDevTools/commit/4a5e495a50921b5bc3112ebc73964e272f7f4c7e,8,3
/marcin-l/PegaDevTools/commit/263c9c053326bd324db42014bdfd1ac884c250bb,7,3
/marcin-l/PegaDevTools/commit/38ec09b91709d759d645237b2d526aef71061fdb,7,3
/marcin-l/PegaDevTools/commit/64c1cbe56e4c2628590a48aab353c328c0108cb6,7,3
/marcin-l/PegaDevTools/commit/938a7e0cf7af211dd13554f9d3b3552171671707,7,3
