time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-08 00:00:00+00:00,11,7,4,1
2026-02-09 00:00:00+00:00,8,3,64,8
2026-02-10 00:00:00+00:00,11,6,10,5
2026-02-11 00:00:00+00:00,1,1,7,4
2026-02-12 00:00:00+00:00,15,7,11,5
2026-02-13 00:00:00+00:00,18,10,0,0
2026-02-14 00:00:00+00:00,7,3,3,2
2026-02-15 00:00:00+00:00,12,8,10,3
2026-02-16 00:00:00+00:00,18,10,1,1
2026-02-17 00:00:00+00:00,7,3,0,0
2026-02-18 00:00:00+00:00,18,6,3,3
2026-02-19 00:00:00+00:00,7,3,5,2
2026-02-20 00:00:00+00:00,14,6,11,4
2026-02-21 00:00:00+00:00,21,9,6,1
