url_path,views_total,views_unique
/marcin-l/PegaDevTools,15,13
/marcin-l/PegaDevTools/blob/github-repo-stats/marcin-l/PegaDevTools/latest-report/report.pdf,4,1
/marcin-l/PegaDevTools/issues,3,1
/marcin-l/PegaDevTools/wiki/Developer-Studio,2,2
/marcin-l/PegaDevTools/graphs/traffic,2,1
/marcin-l/PegaDevTools/pulse,2,1
/marcin-l/PegaDevTools/tree/github-repo-stats/marcin-l/PegaDevTools,2,1
/marcin-l/PegaDevTools/tree/github-repo-stats/marcin-l/PegaDevTools/latest-report,2,1
/marcin-l/PegaDevTools/tree/master/agilestudio,2,1
/marcin-l/PegaDevTools/wiki/Clipboard,2,1
