time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-14 00:00:00+00:00,3,2,32.0,22.0
2023-05-15 00:00:00+00:00,5,4,72.0,32.0
2023-05-16 00:00:00+00:00,1,1,63.0,19.0
2023-05-17 00:00:00+00:00,3,2,127.0,35.0
2023-05-18 00:00:00+00:00,5,4,64.0,22.0
2023-05-19 00:00:00+00:00,3,2,25.0,12.0
2023-05-20 00:00:00+00:00,3,2,8.0,3.0
2023-05-21 00:00:00+00:00,3,2,11.0,5.0
2023-05-22 00:00:00+00:00,8,5,68.0,20.0
2023-05-23 00:00:00+00:00,3,2,15.0,7.0
2023-05-24 00:00:00+00:00,4,3,21.0,11.0
2023-05-25 00:00:00+00:00,5,3,22.0,11.0
2023-05-26 00:00:00+00:00,3,2,41.0,8.0
2023-05-27 00:00:00+00:00,1,1,,
