time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-02 00:00:00+00:00,1,1,,
2024-06-03 00:00:00+00:00,2,2,3.0,2.0
2024-06-04 00:00:00+00:00,6,3,1.0,1.0
2024-06-05 00:00:00+00:00,1,1,27.0,4.0
2024-06-06 00:00:00+00:00,1,1,5.0,3.0
2024-06-07 00:00:00+00:00,1,1,1.0,1.0
2024-06-08 00:00:00+00:00,6,3,,
2024-06-09 00:00:00+00:00,5,2,6.0,1.0
2024-06-10 00:00:00+00:00,5,2,13.0,6.0
2024-06-11 00:00:00+00:00,6,3,6.0,4.0
2024-06-12 00:00:00+00:00,1,1,,
2024-06-13 00:00:00+00:00,6,4,12.0,2.0
2024-06-14 00:00:00+00:00,1,1,6.0,3.0
