url_path,views_total,views_unique
/marcin-l/PegaDevTools,31,11
/marcin-l/PegaDevTools/releases/tag/1.0,22,8
/marcin-l/PegaDevTools/wiki,19,6
/marcin-l/PegaDevTools/issues,19,4
/marcin-l/PegaDevTools/wiki/Configuration,18,3
/marcin-l/PegaDevTools/commit/64c1cbe56e4c2628590a48aab353c328c0108cb6,17,3
/marcin-l/PegaDevTools/commit/fe083e8cc0de3bac5283636e4005ee490f450668,17,3
/marcin-l/PegaDevTools/commit/de16c2894c4abebba94f908b9f6b1ff4d40d4bac,16,3
/marcin-l/PegaDevTools/commit/071e52aab0bd15d5de75b576feaa4cd835cc16ab,15,3
/marcin-l/PegaDevTools/commit/263c9c053326bd324db42014bdfd1ac884c250bb,15,3
