time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-16 00:00:00+00:00,7,3,5.0,2.0
2025-12-17 00:00:00+00:00,11,7,5.0,3.0
2025-12-18 00:00:00+00:00,2,2,11.0,4.0
2025-12-19 00:00:00+00:00,13,9,1.0,1.0
2025-12-20 00:00:00+00:00,7,3,2.0,1.0
2025-12-21 00:00:00+00:00,9,5,3.0,1.0
2025-12-22 00:00:00+00:00,12,4,4.0,1.0
2025-12-23 00:00:00+00:00,9,5,,
2025-12-24 00:00:00+00:00,9,3,1.0,1.0
2025-12-25 00:00:00+00:00,15,5,2.0,1.0
2025-12-26 00:00:00+00:00,11,5,,
2025-12-27 00:00:00+00:00,4,2,,
2025-12-28 00:00:00+00:00,17,7,2.0,1.0
