time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-23 00:00:00+00:00,3,2,15.0,7.0
2023-05-24 00:00:00+00:00,4,3,21.0,11.0
2023-05-25 00:00:00+00:00,5,3,22.0,11.0
2023-05-26 00:00:00+00:00,3,2,41.0,8.0
2023-05-27 00:00:00+00:00,4,3,8.0,1.0
2023-05-28 00:00:00+00:00,3,2,10.0,5.0
2023-05-29 00:00:00+00:00,5,4,15.0,6.0
2023-05-30 00:00:00+00:00,3,2,64.0,7.0
2023-05-31 00:00:00+00:00,9,4,27.0,11.0
2023-06-01 00:00:00+00:00,6,4,39.0,12.0
2023-06-02 00:00:00+00:00,3,2,9.0,5.0
2023-06-03 00:00:00+00:00,3,2,,
2023-06-04 00:00:00+00:00,3,2,3.0,3.0
2023-06-05 00:00:00+00:00,2,2,42.0,8.0
