time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-22 00:00:00+00:00,1,1,1,1
2026-07-23 00:00:00+00:00,13,4,7,3
2026-07-24 00:00:00+00:00,1,1,1,1
2026-07-25 00:00:00+00:00,4,4,8,2
2026-07-26 00:00:00+00:00,5,5,0,0
2026-07-27 00:00:00+00:00,8,3,0,0
2026-07-28 00:00:00+00:00,3,3,0,0
2026-07-29 00:00:00+00:00,15,6,2,2
2026-07-30 00:00:00+00:00,23,8,6,5
2026-07-31 00:00:00+00:00,21,8,1,1
2026-08-01 00:00:00+00:00,9,4,1,1
2026-08-02 00:00:00+00:00,7,2,1,1
2026-08-03 00:00:00+00:00,3,3,1,1
2026-08-04 00:00:00+00:00,10,5,20,1
