time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-31 00:00:00+00:00,3,3,,
2023-01-01 00:00:00+00:00,1,1,,
2023-01-02 00:00:00+00:00,2,2,,
2023-01-03 00:00:00+00:00,6,5,3.0,1.0
2023-01-04 00:00:00+00:00,3,3,1.0,1.0
2023-01-05 00:00:00+00:00,2,2,1.0,1.0
2023-01-06 00:00:00+00:00,3,3,,
2023-01-07 00:00:00+00:00,2,2,,
2023-01-08 00:00:00+00:00,3,3,,
2023-01-09 00:00:00+00:00,3,3,5.0,2.0
2023-01-10 00:00:00+00:00,2,2,3.0,1.0
2023-01-11 00:00:00+00:00,2,2,2.0,2.0
2023-01-12 00:00:00+00:00,1,1,3.0,1.0
